"createdAt","updatedAt","itemId","ingredientId"
"2023-09-26 06:21:56","2023-09-26 06:21:56","1","13"
"2023-09-26 06:21:56","2023-09-26 06:21:56","1","15"
"2023-09-26 06:21:56","2023-09-26 06:21:56","1","16"
"2023-09-26 06:21:56","2023-09-26 06:21:56","1","18"
"2023-09-26 06:23:20","2023-09-26 06:23:20","2","3"
"2023-09-26 06:23:20","2023-09-26 06:23:20","2","5"
"2023-09-26 06:23:20","2023-09-26 06:23:20","2","8"
"2023-09-26 06:28:24","2023-09-26 06:28:24","3","2"
"2023-09-26 06:28:24","2023-09-26 06:28:24","3","5"
"2023-09-26 06:30:33","2023-09-26 06:30:33","4","1"
"2023-09-26 06:30:33","2023-09-26 06:30:33","4","20"
"2023-09-26 06:30:33","2023-09-26 06:30:33","4","38"
"2023-09-26 17:56:18","2023-09-26 17:56:18","5","238"
"2023-09-26 17:56:18","2023-09-26 17:56:18","5","239"
"2024-03-13 13:26:48","2024-03-13 13:26:48","6","478"
"2024-03-13 13:26:48","2024-03-13 13:26:48","6","480"
"2024-03-13 13:26:48","2024-03-13 13:26:48","6","482"
"2024-02-23 12:57:19","2024-02-23 12:57:19","7","479"
"2024-02-23 12:57:19","2024-02-23 12:57:19","7","482"
"2023-09-27 05:19:25","2023-09-27 05:19:25","8","478"
"2023-09-27 05:19:25","2023-09-27 05:19:25","8","481"
"2023-09-27 05:19:25","2023-09-27 05:19:25","8","483"
"2023-09-27 05:19:25","2023-09-27 05:19:25","8","484"
"2023-09-27 05:20:37","2023-09-27 05:20:37","9","479"
"2024-03-29 10:06:12","2024-03-29 10:06:12","10","478"
"2024-03-29 10:06:12","2024-03-29 10:06:12","10","480"
"2024-03-29 10:06:12","2024-03-29 10:06:12","10","483"
"2024-03-29 10:06:12","2024-03-29 10:06:12","10","499"
"2024-03-29 10:06:12","2024-03-29 10:06:12","10","502"
"2023-09-27 05:24:27","2023-09-27 05:24:27","11","477"
"2023-09-27 05:24:27","2023-09-27 05:24:27","11","480"
"2023-09-27 05:24:27","2023-09-27 05:24:27","11","483"
"2023-09-27 05:24:27","2023-09-27 05:24:27","11","496"
"2023-09-27 05:24:27","2023-09-27 05:24:27","11","497"
"2023-09-27 05:24:27","2023-09-27 05:24:27","11","499"
"2024-01-18 18:34:15","2024-01-18 18:34:15","1147","4506"
"2024-01-18 18:34:15","2024-01-18 18:34:15","1147","4507"
"2024-01-18 18:34:15","2024-01-18 18:34:15","1147","4509"
"2024-01-18 18:34:15","2024-01-18 18:34:15","1147","4510"
"2024-03-14 01:08:52","2024-03-14 01:08:52","1209","5273"
"2024-03-14 01:10:12","2024-03-14 01:10:12","1210","5374"
"2024-03-06 14:12:24","2024-03-06 14:12:24","1370","5644"
"2024-03-06 14:12:24","2024-03-06 14:12:24","1370","17314"
"2024-03-06 14:12:24","2024-03-06 14:12:24","1370","17315"
"2024-04-03 13:50:40","2024-04-03 13:50:40","1424","5665"
"2024-04-03 13:50:40","2024-04-03 13:50:40","1424","17303"
"2024-04-03 13:50:40","2024-04-03 13:50:40","1424","17309"
"2024-04-03 13:52:33","2024-04-03 13:52:33","1434","5635"
"2024-04-03 13:52:46","2024-04-03 13:52:46","1435","5591"
"2024-04-03 13:52:46","2024-04-03 13:52:46","1435","5665"
"2024-04-03 13:52:46","2024-04-03 13:52:46","1435","17303"
"2024-04-03 13:52:46","2024-04-03 13:52:46","1435","17304"
"2024-04-03 13:52:46","2024-04-03 13:52:46","1435","17305"
"2024-04-03 13:52:46","2024-04-03 13:52:46","1435","17307"
"2024-04-03 13:52:46","2024-04-03 13:52:46","1435","17308"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","5572"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","5635"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","17304"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","17305"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","17307"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","17308"
"2024-04-03 13:53:25","2024-04-03 13:53:25","1437","5572"
"2024-04-03 13:53:25","2024-04-03 13:53:25","1437","5644"
"2024-04-03 13:53:25","2024-04-03 13:53:25","1437","17307"
"2024-04-03 13:53:25","2024-04-03 13:53:25","1437","17308"
"2024-04-03 13:53:25","2024-04-03 13:53:25","1437","17309"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","5529"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","17304"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","17305"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","17307"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","17308"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","17309"
"2024-04-03 13:53:52","2024-04-03 13:53:52","1439","5572"
"2024-04-03 13:53:52","2024-04-03 13:53:52","1439","5635"
"2024-04-03 13:53:52","2024-04-03 13:53:52","1439","17308"
"2024-04-03 13:53:52","2024-04-03 13:53:52","1439","17309"
"2024-04-03 13:54:03","2024-04-03 13:54:03","1440","5529"
"2024-04-03 13:54:03","2024-04-03 13:54:03","1440","5572"
"2024-04-03 13:54:03","2024-04-03 13:54:03","1440","5635"
"2024-04-03 13:54:03","2024-04-03 13:54:03","1440","17307"
"2024-02-07 21:21:17","2024-02-07 21:21:17","1514","6180"
"2024-02-07 21:21:17","2024-02-07 21:21:17","1514","6289"
"2024-02-07 21:21:17","2024-02-07 21:21:17","1514","6305"
"2024-05-09 16:54:02","2024-05-09 16:54:02","1570","6888"
"2024-05-09 16:54:02","2024-05-09 16:54:02","1570","6897"
"2024-05-09 16:54:02","2024-05-09 16:54:02","1570","6922"
"2024-05-09 17:01:19","2024-05-09 17:01:19","1577","6991"
"2024-05-09 17:01:19","2024-05-09 17:01:19","1577","7029"
"2024-05-09 17:01:19","2024-05-09 17:01:19","1577","7036"
"2024-03-27 10:56:43","2024-03-27 10:56:43","1578","477"
"2024-03-27 10:56:43","2024-03-27 10:56:43","1578","478"
"2024-02-23 16:30:59","2024-02-23 16:30:59","1672","7854"
"2024-02-23 16:30:59","2024-02-23 16:30:59","1672","7897"
"2024-02-23 16:30:59","2024-02-23 16:30:59","1672","8012"
"2024-03-19 14:58:25","2024-03-19 14:58:25","2828","19260"
"2024-03-19 14:58:25","2024-03-19 14:58:25","2828","19415"
"2024-03-19 14:58:25","2024-03-19 14:58:25","2828","19434"
"2024-03-20 06:28:00","2024-03-20 06:28:00","2907","20162"
"2024-03-20 06:28:00","2024-03-20 06:28:00","2907","20164"
"2024-03-20 06:28:00","2024-03-20 06:28:00","2907","20166"
"2024-05-06 11:01:14","2024-05-06 11:01:14","4115","22776"
"2024-07-10 19:54:01","2024-07-10 19:54:01","5001","2910"
"2024-07-10 19:54:01","2024-07-10 19:54:01","5001","2959"
"2024-07-10 19:54:01","2024-07-10 19:54:01","5001","3002"
"2024-07-10 19:54:01","2024-07-10 19:54:01","5001","3054"
"2024-07-10 19:54:01","2024-07-10 19:54:01","5001","24901"
"2024-07-10 19:54:01","2024-07-10 19:54:01","5001","24902"
"2024-07-10 19:54:01","2024-07-10 19:54:01","5001","32739"
"2024-07-10 19:54:01","2024-07-10 19:54:01","5001","32740"
"2024-07-10 19:54:01","2024-07-10 19:54:01","5001","32741"
"2024-05-09 17:07:30","2024-05-09 17:07:30","5033","6926"
"2024-05-09 17:16:16","2024-05-09 17:16:16","5034","7007"
"2024-05-09 17:19:56","2024-05-09 17:19:56","5035","6894"
"2024-08-12 00:39:24","2024-08-12 00:39:24","5172","25536"
"2024-08-12 00:50:02","2024-08-12 00:50:02","5173","25468"
"2024-08-12 00:50:02","2024-08-12 00:50:02","5173","25503"
"2024-08-12 00:50:02","2024-08-12 00:50:02","5173","25519"
"2024-08-12 00:50:02","2024-08-12 00:50:02","5173","25615"
"2024-08-12 00:49:53","2024-08-12 00:49:53","5174","25400"
"2024-08-12 00:49:53","2024-08-12 00:49:53","5174","25519"
"2024-08-12 00:49:53","2024-08-12 00:49:53","5174","25616"
"2024-08-12 00:50:29","2024-08-12 00:50:29","5175","25536"
"2024-08-12 00:50:20","2024-08-12 00:50:20","5176","25536"
"2024-08-12 00:52:23","2024-08-12 00:52:23","5177","25617"
"2024-08-12 00:52:33","2024-08-12 00:52:33","5178","25617"
"2024-05-23 19:16:53","2024-05-23 19:16:53","5591","24905"
"2024-05-23 19:16:25","2024-05-23 19:16:25","5592","24905"
"2024-05-23 19:17:25","2024-05-23 19:17:25","5593","24905"
"2024-05-23 19:22:03","2024-05-23 19:22:03","5604","24905"
"2024-05-23 19:22:40","2024-05-23 19:22:40","5605","24905"
"2024-05-23 19:23:19","2024-05-23 19:23:19","5606","24905"
"2024-05-23 19:23:51","2024-05-23 19:23:51","5607","24905"
"2024-05-24 08:09:16","2024-05-24 08:09:16","5749","26567"
"2024-05-24 08:09:16","2024-05-24 08:09:16","5749","26568"
"2024-05-24 08:09:16","2024-05-24 08:09:16","5749","26569"
"2024-05-24 08:09:16","2024-05-24 08:09:16","5749","26570"
"2024-05-24 08:09:16","2024-05-24 08:09:16","5749","26571"
"2024-05-24 08:10:45","2024-05-24 08:10:45","5751","26572"
"2024-05-24 08:10:45","2024-05-24 08:10:45","5751","26573"
"2024-05-24 08:10:45","2024-05-24 08:10:45","5751","26574"
"2024-05-24 08:10:45","2024-05-24 08:10:45","5751","26575"
"2024-05-26 18:22:53","2024-05-26 18:22:53","6741","26331"
"2024-05-26 18:58:39","2024-05-26 18:58:39","6742","26332"
"2024-05-26 18:58:39","2024-05-26 18:58:39","6742","26333"
"2024-09-04 07:18:52","2024-09-04 07:18:52","7108","28709"
"2024-09-04 07:18:52","2024-09-04 07:18:52","7108","28710"
"2024-09-04 07:18:52","2024-09-04 07:18:52","7108","28711"
"2024-09-04 07:18:52","2024-09-04 07:18:52","7108","28713"
"2024-09-04 07:18:52","2024-09-04 07:18:52","7108","28715"
"2024-09-04 07:18:52","2024-09-04 07:18:52","7108","28716"
"2024-06-17 03:19:58","2024-06-17 03:19:58","7759","28710"
"2024-06-17 03:19:58","2024-06-17 03:19:58","7759","28713"
"2024-06-17 03:19:58","2024-06-17 03:19:58","7759","28714"
"2024-09-10 09:59:03","2024-09-10 09:59:03","11725","28710"
"2024-09-10 09:59:03","2024-09-10 09:59:03","11725","28712"
"2024-09-10 09:59:03","2024-09-10 09:59:03","11725","28714"
"2024-09-10 09:59:03","2024-09-10 09:59:03","11725","28738"
